-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
-0.25000	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	0.06250	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	-0.01562	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	0.00391	
